cleStation;idStaSINP;dSPublique;refBiblio;idOrigSta;dateDebut;dateFin;dateImprec;observer;nomStation;isComplex;exposition;altMin;altMax;altMoy;profMin;profMax;profMoy;surface;methCalcSu;usage;typeSol;geologie;acidite;comment;WKT;natObjGeo;precisGeom;echelleNum
31;;Pr;;31;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;8576.534;sig;;31;31;;;MULTIPOLYGON(((592290.705 6186769.3977,592297.864500001 6186768.7159,592306.728699997 6186770.0795,592314.910899997 6186763.9428,592317.979599997 6186761.5562,592318.661300004 6186767.0111,592324.457 6186774.5116,592331.616599999 6186772.125,592332.6395 6186759.1697,592334.685 6186753.374,592339.798900001 6186752.692,592345.253799997 6186753.374,592347.009199999 6186753.2389,592346.754199997 6186749.6379,592351.119199999 6186746.548,592354.074699998 6186737.8442,592355.006800003 6186725.3233,592354.461499996 6186718.9009,592353.594899997 6186712.5235,592352.241599999 6186706.7897,592352.053099997 6186705.9987,592349.657300003 6186699.1308,592347.443700001 6186694.4036,592346.836900003 6186693.1037,592345.274899997 6186690.0647,592343.853500001 6186687.2992,592336.337399997 6186685.2947,592330.206699997 6186687.5242,592325.469400004 6186690.0322,592325.456 6186690.0647,592324.25 6186692.9791,592322.125399999 6186698.1135,592314.601400003 6186701.4575,592310.9789 6186702.8508,592298.717399999 6186702.572,592289.242899999 6186697.5563,592278.6536 6186694.2122,592277.998800002 6186690.0647,592277.817599997 6186688.9175,592280.8829 6186678.6068,592278.6536 6186672.1975,592278.071699999 6186671.3917,592275.030900002 6186667.1815,592266.670900002 6186666.903,592261.376400001 6186665.231,592261.329499997 6186665.1841,592248.040299997 6186690.0647,592205.848800004 6186769.0567,592207.692599997 6186771.4861,592209.229599997 6186773.656,592215.018700004 6186770.7612,592222.859899998 6186772.466,592227.633 6186767.6929,592235.4745 6186757.8061,592246.043300003 6186748.9419,592251.157200001 6186740.0776,592258.657700002 6186732.9182,592267.180799998 6186726.0995,592271.9538 6186721.6674,592276.726899996 6186723.0311,592283.545599997 6186728.486,592285.931900002 6186737.691,592283.204599999 6186745.1918,592276.045100003 6186752.3512,592269.908399999 6186761.8972,592264.453599997 6186776.8981,592269.567400001 6186780.6483,592278.772500001 6186779.2847,592290.705 6186769.3977)));St;;
32;;Pr;;32;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;7416.546;sig;;1;32;;;MULTIPOLYGON(((592422.952500001 6186777.5038,592424.296899997 6186776.2639,592441.546700001 6186784.0759,592443.024499997 6186776.7994,592441.0669 6186771.6445,592439.354599997 6186767.1735,592437.452500001 6186758.3123,592436.16 6186748.5942,592435.720600002 6186740.9261,592436.2042 6186734.8306,592436.299099997 6186733.5058,592437.689900003 6186720.9904,592439.699600004 6186712.8582,592441.969499998 6186707.2814,592431.024099998 6186693.5414,592428.416699998 6186690.0647,592426.512599997 6186687.5258,592420.306400001 6186690.0647,592415.483900003 6186692.0375,592406.961900003 6186707.0765,592399.495499998 6186718.7429,592393.895300001 6186715.5078,592391.217500001 6186709.2532,592388.660899997 6186703.2613,592389.572300002 6186695.4495,592403.452600002 6186690.5336,592404.944499999 6186690.0647,592420.998099998 6186685.0193,592420.496799998 6186677.4998,592418.992899999 6186669.9803,592417.519199997 6186656.2258,592424.196400002 6186651.693,592430.5229 6186639.9024,592429.019 6186627.8713,592419.4943 6186633.8867,592411.4736 6186646.9206,592401.948700003 6186656.9465,592397.437100001 6186662.461,592389.590300001 6186669.5485,592389.456799999 6186671.1165,592388.79 6186678.5117,592383.543499999 6186679.5917,592383.797600001 6186682.5648,592377.300099999 6186684.0623,592376.909599997 6186681.687,592360.161300004 6186685.8562,592360.552199997 6186687.3724,592361.224 6186690.0647,592364.103799999 6186701.6056,592364.5634 6186703.4505,592368.588600002 6186715.6642,592375.625699997 6186714.3825,592375.916199997 6186715.4363,592377.36 6186720.1763,592376.585199997 6186732.2051,592375.615 6186748.8953,592374.577299997 6186766.2218,592375.070299998 6186779.447,592373.650899999 6186787.887,592372.118799999 6186796.5936,592378.333499998 6186797.443,592383.474399999 6186797.0399,592392.415799998 6186795.3561,592402.403 6186790.9024,592408.867 6186787.9894,592418.339500003 6186783.0678,592422.504600003 6186777.9169,592422.952500001 6186777.5038)));St;;
33;;Pr;;33;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;9651.655;sig;;2;33;;;MULTIPOLYGON(((592146.981200002 6186815.5792,592158.668300003 6186813.7092,592158.5123 6186818.5483,592177.093099996 6186802.9444,592177.133599997 6186803.063,592185.357600003 6186795.9902,592200.428 6186765.6025,592197.491 6186761.2341,592195.254299998 6186759.2335,592191.465700001 6186757.7086,592181.377300002 6186741.8088,592174.010899998 6186732.1508,592171.858 6186729.3284,592171.210900001 6186728.5811,592167.260799997 6186728.4869,592160.247400001 6186727.6617,592151.171099998 6186736.3255,592142.095 6186738.3882,592137.144299999 6186747.4645,592147.4582 6186747.4645,592149.108400002 6186753.6527,592146.633199997 6186761.9038,592148.894299999 6186768.6875,592140.857299998 6186768.0922,592132.606200002 6186763.5541,592125.592799999 6186754.8904,592122.704899997 6186748.7021,592125.592799999 6186740.451,592125.592799999 6186732.1999,592136.319399998 6186724.3615,592147.045699999 6186724.774,592157.359499998 6186719.4106,592160.5964 6186718.1023,592160.348899998 6186717.9278,592152.8895 6186712.613,592148.211499996 6186709.1976,592140.010700002 6186703.2602,592129.676899999 6186695.6909,592122.132600002 6186690.0647,592121.71 6186689.7496,592118.037799999 6186687.0319,592109.727499999 6186679.7862,592102.798799999 6186671.2075,592098.438199997 6186665.8017,592097.452799998 6186664.615,592095.751800001 6186662.6955,592090.124899998 6186656.416,592088.121299997 6186651.3254,592085.086900003 6186648.0309,592081.417300001 6186644.069,592071.414300002 6186630.7484,592063.816399999 6186636.2957,592060.562 6186638.6763,592060.963 6186638.8682,592073.117799997 6186645.8804,592080.130199999 6186655.2302,592082.467500001 6186665.0475,592078.260300003 6186668.7875,592071.247699998 6186662.71,592064.703 6186658.5027,592062.083499998 6186658.4108,592063.4705 6186663.2341,592064.513499998 6186666.8585,592070.148400001 6186667.061,592072.329300001 6186668.7607,592073.709600002 6186672.9512,592077.318 6186671.6886,592085.987499997 6186676.5051,592091.7632 6186686.8189,592087.300300002 6186690.0647,592082.687100001 6186693.4198,592080.624399997 6186700.4332,592088.463 6186701.6709,592092.588399999 6186710.747,592101.664700001 6186711.9847,592108.678099997 6186717.3479,592110.328400001 6186729.312,592095.888899997 6186726.8367,592085.575099997 6186722.2985,592078.148900002 6186724.774,592076.7535 6186725.1832,592077.8574 6186729.2219,592082.968699999 6186747.7957,592086.471699998 6186760.5405,592091.248800002 6186778.0613,592094.036899999 6186788.1793,592102.569600001 6186788.9321,592102.569600001 6186774.9076,592119.866599999 6186767.8953,592127.814099997 6186776.3101,592144.643700004 6186778.6476,592145.578699999 6186783.3224,592138.098899998 6186791.2697,592128.2817 6186796.4122,592122.671700001 6186801.0869,592112.854400001 6186802.0219,592106.309600003 6186809.0342,592094.622299999 6186810.4367,592095.557300001 6186818.8517,592107.712099999 6186822.124,592132.021399997 6186823.994,592146.981200002 6186815.5792)));St;;
34;;Pr;;34;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;690.049;sig;;3;34;;;MULTIPOLYGON(((592417.531099997 6186853.6073,592425.713299997 6186851.5618,592427.3332 6186852.068,592427.3508 6186852.0244,592419.906400003 6186842.8849,592407.724799998 6186827.9485,592398.4111 6186833.0263,592381.349699996 6186842.3862,592387.529200003 6186848.8344,592395.711499996 6186852.9255,592405.2575 6186855.6529,592417.531099997 6186853.6073)));St;;
35;;Pr;;35;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;1507.611;sig;;4;35;;;MULTIPOLYGON(((591986.632299997 6186871.2104,591994.579499997 6186859.5231,591995.522 6186857.4811,592000.189499997 6186847.3685,592008.136799999 6186845.4985,592011.409100004 6186858.5881,592019.712200001 6186871.261,592020.993600003 6186868.5009,592023.535800003 6186860.8744,592023.9595 6186850.2821,592031.162299998 6186843.9267,592042.592 6186835.8836,592042.263400003 6186831.9413,592037.924099997 6186820.501,592026.148400001 6186826.2914,592004.898599997 6186836.7366,591988.919100001 6186844.5796,591970.2487 6186853.2945,591960.4965 6186857.8604,591963.371200003 6186864.6878,591963.570100002 6186866.3783,591965.595200002 6186862.3281,591977.749899998 6186861.3931,591977.282499999 6186872.6129,591977.86 6186872.5263,591986.632299997 6186871.2104)));St;;
36;;Pr;;36;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;990.442;sig;;5;36;;;MULTIPOLYGON(((592061.430500001 6186863.2631,592056.0973 6186860.4187,592049.804799996 6186862.9929,592041.754699998 6186868.9246,592034.128200002 6186876.9748,592033.887800001 6186882.0225,592035.718599997 6186883.3652,592044.133400001 6186883.3652,592050.210699998 6186883.3652,592053.9507 6186894.585,592058.158200003 6186896.9224,592067.405699998 6186897.763,592086.1347 6186880.7226,592085.740099996 6186878.2227,592073.117799997 6186874.4829,592061.898 6186872.6129,592061.430500001 6186864.1981,592062.422700003 6186863.5036,592061.430500001 6186863.2631)));St;;
37;;Pr;;37;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;575.794;sig;;6;37;;;MULTIPOLYGON(((592482.231799997 6186879.3985,592482.812899999 6186872.1237,592480.654200003 6186874.224,592473.232199997 6186872.8784,592467.029399998 6186890.3305,592466.421800002 6186892.4844,592463.076499999 6186904.1324,592459.817599997 6186915.6996,592455.771499999 6186930.9323,592453.900700003 6186938.03,592457.626100004 6186931.6558,592461.293 6186925.2825,592462.462099999 6186923.4766,592470.128200002 6186911.3597,592473.348499998 6186906.2643,592477.4837 6186901.6697,592480.028200001 6186891.1069,592481.944300003 6186883.2145,592482.231799997 6186879.3985)));St;;
38;;Pr;;38;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;1427.848;sig;;7;38;;;MULTIPOLYGON(((592413.273900002 6186894.4094,592414.6545 6186888.3255,592415.617299996 6186884.0748,592415.888899997 6186882.7047,592415.378600001 6186882.5014,592414.768299997 6186883.3188,592408.584 6186892.0125,592400.4846 6186882.2454,592395.029700004 6186878.8362,592391.620399997 6186874.4041,592388.552 6186870.9948,592383.437899999 6186866.2219,592374.914700001 6186866.2219,592372.045199998 6186865.7999,592371.430100001 6186866.135,592359.024499997 6186872.8921,592370.131800003 6186881.2824,592383.817599997 6186891.6944,592396.643799998 6186901.4457,592401.412799999 6186905.0584,592401.477799997 6186905.4543,592402.298799999 6186909.093,592402.618100002 6186912.4622,592402.675700001 6186914.1684,592400.899400003 6186919.9147,592400.200099997 6186921.832,592397.623 6186928.6635,592398.256099999 6186929.3306,592404.383599997 6186936.6658,592406.134099998 6186938.754,592407.597599998 6186941.1646,592410.453500003 6186942.8904,592411.851899996 6186936.7004,592414.049900003 6186927.0034,592415.013499998 6186922.8057,592414.9595 6186918.3866,592414.897699997 6186908.8067,592414.345399998 6186903.7343,592413.273900002 6186894.4094)));St;;
39;;Pr;;39;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;353.591;sig;;8;39;;;MULTIPOLYGON(((592350.246299997 6186892.6989,592346.469300002 6186889.6931,592345.415700004 6186895.4467,592347.439300001 6186919.1519,592348.8847 6186942.8571,592341.3627 6186952.1492,592351.801 6186953.66,592354.956200004 6186941.9677,592354.164499998 6186936.5814,592353.704499997 6186933.5322,592353.230599999 6186927.9028,592352.431299999 6186918.5469,592351.488799997 6186907.6052,592350.246299997 6186892.6989)));St;;
40;;Pr;;40;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;3347.791;sig;;9;40;;;MULTIPOLYGON(((592109.518600002 6186956.4445,592104.893 6186948.0608,592099.111500002 6186940.8336,592098.244 6186931.5828,592105.4714 6186925.2228,592113.854900002 6186925.2228,592123.105700001 6186931.0046,592127.731200002 6186932.1609,592133.223899998 6186921.4645,592136.114699997 6186919.73,592146.522100002 6186917.7065,592148.297300003 6186915.7341,592146.1065 6186912.8635,592129.889799997 6186906.3768,592127.8627 6186901.1063,592126.431900002 6186897.1715,592092.173299998 6186902.3846,592082.344099998 6186910.4793,592078.875200003 6186917.7065,592065.577 6186922.9102,592053.146200001 6186926.3792,592052.672 6186926.8358,592052.232900001 6186927.2586,592052.657600001 6186928.4721,592047.387199998 6186935.3642,592047.387199998 6186942.2563,592052.657600001 6186951.1755,592059.549699999 6186958.0676,592063.1985 6186962.1218,592066.9652 6186965.8885,592071.358900003 6186960.2026,592077.4296 6186952.1082,592081.476899996 6186949.2171,592087.547799997 6186955.288,592095.931299999 6186967.4298,592099.978699997 6186970.899,592106.338600002 6186968.5861,592111.253 6186961.9371,592109.518600002 6186956.4445)));St;;
41;;Pr;;41;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;10963.719;sig;;10;41;;;MULTIPOLYGON(((592232.6708 6186991.4243,592239.319799997 6186990.5571,592245.459799998 6186991.249,592246.222599998 6186988.9586,592250.835299999 6186984.9515,592252.333899997 6186983.6163,592256.404399998 6186980.4122,592268.240199998 6186971.084,592280.451 6186961.4322,592286.212399997 6186954.3887,592283.516099997 6186952.9048,592282.683200002 6186952.9753,592280.8609 6186951.4435,592280.190800004 6186951.0748,592277.446500003 6186949.6118,592277.472199999 6186948.5951,592262.736 6186936.2083,592250.305100001 6186928.692,592237.5854 6186926.09,592233.538 6186922.332,592233.249 6186913.3701,592230.357900001 6186906.1429,592225.1633 6186901.6903,592235.272500001 6186901.8065,592246.340099998 6186902.7194,592243.8631 6186898.2163,592246.5471 6186898.0484,592254.641500004 6186902.3846,592261.001500003 6186907.2992,592266.4943 6186913.6592,592270.252300002 6186920.8864,592278.925099999 6186925.801,592285.863 6186928.4027,592290.488499999 6186931.8719,592291.066699997 6186939.3882,592295.114100002 6186943.1464,592298.004799999 6186947.1935,592298.004799999 6186953.2645,592295.244099997 6186959.0819,592297.969400004 6186960.5034,592306.144699998 6186964.9326,592306.9287 6186966.3488,592308.4432 6186972.9932,592310.688299999 6186983.1191,592311.270400003 6186983.908,592319.1083 6186982.7515,592324.601099998 6186978.4153,592327.781199999 6186972.0553,592329.226599999 6186965.9844,592324.312 6186959.0463,592316.506700002 6186955.8661,592316.217500001 6186951.819,592314.483099997 6186939.0991,592311.247299999 6186932.2542,592306.966799997 6186928.9808,592294.825 6186925.5119,592281.237800002 6186917.4174,592272.565099999 6186909.323,592264.759499997 6186905.8538,592258.1105 6186894.0011,592248.281599998 6186886.4847,592237.296099998 6186883.8831,592233.791900001 6186882.9522,592233.802199997 6186882.9982,592229.424 6186883.5317,592226.6611 6186883.4188,592222.574299999 6186881.7878,592221.8323 6186881.4826,592218.160499997 6186880.178,592214.8046 6186880.2817,592209.121799998 6186880.4557,592207.893700004 6186879.7774,592207.313199997 6186879.3822,592211.268299997 6186875.4269,592213.654799998 6186867.9265,592211.609300002 6186859.744,592211.950099997 6186851.9028,592218.768799998 6186846.1069,592230.019599997 6186842.6978,592233.087899998 6186844.0613,592233.087899998 6186851.5618,592235.815200001 6186854.2893,592241.270099998 6186857.0167,592244.489 6186858.5919,592243.841499999 6186858.9443,592245.101400003 6186860.4667,592254.346699998 6186863.9337,592259.339400001 6186853.9483,592261.044200003 6186844.743,592262.7487 6186833.8335,592263.771499999 6186826.333,592263.771499999 6186821.2191,592266.8398 6186823.2647,592270.931 6186824.2875,592276.045100003 6186823.9465,592283.886399999 6186824.9692,592289.341200002 6186829.7421,592296.5009 6186833.1515,592296.841700003 6186840.3112,592308.774300002 6186844.0613,592321.388700001 6186834.8563,592326.108900003 6186831.9409,592326.043 6186830.2563,592327.249899998 6186824.874,592328.528700002 6186819.6943,592329.828100003 6186817.1379,592318.661300004 6186818.4916,592310.819799997 6186827.6968,592300.251 6186827.0148,592297.182700001 6186819.5143,592294.4551 6186812.6957,592289.682300001 6186808.9456,592278.431599997 6186810.9911,592273.658600003 6186816.446,592266.8398 6186809.9683,592264.043200001 6186808.5092,592258.9987 6186805.8772,592250.134400003 6186799.7403,592248.088799998 6186792.5809,592250.816200003 6186789.5125,592251.1263 6186785.1717,592251.157200001 6186784.7394,592245.361299999 6186782.353,592238.883599997 6186787.126,592234.792499997 6186796.3312,592234.792499997 6186802.4679,592241.611100003 6186805.1952,592243.315700002 6186810.3093,592246.384 6186820.8781,592251.8389 6186824.6282,592254.907499999 6186833.8335,592254.907499999 6186840.3112,592249.111599997 6186845.084,592247.2205 6186847.6398,592250.418 6186855.415,592249.258400001 6186856.03,592248.505500004 6186856.4057,592244.112800002 6186844.357,592242.663 6186840.4377,592236.969599999 6186831.0839,592232.841899998 6186824.4301,592229.975299999 6186818.5492,592227.492700003 6186813.4826,592226.9833 6186812.2192,592224.223700002 6186813.0367,592217.064199999 6186809.9683,592212.632100001 6186814.4005,592208.2 6186820.1961,592205.131700002 6186823.9465,592206.836199999 6186827.6968,592213.995800003 6186833.4925,592215.700400002 6186840.652,592210.927599996 6186846.7888,592204.108800001 6186847.8116,592200.358499996 6186838.9474,592197.290200002 6186834.1743,592194.9036 6186833.8335,592186.599299997 6186835.8731,592186.421300001 6186837.3704,592185.9397 6186841.4754,592185.602200001 6186844.3871,592182.902199998 6186846.6395,592180.259900004 6186848.8432,592179.037 6186852.6906,592179.220200002 6186854.0951,592173.269599997 6186850.0236,592167.593699999 6186853.6724,592167.188299999 6186860.1591,592166.377499998 6186869.8891,592164.538500004 6186875.6102,592174.563699998 6186874.632,592179.767399997 6186874.632,592176.587300003 6186877.5231,592167.9375 6186882.224,592169.620800003 6186882.8625,592166.377499998 6186892.998,592165.566600002 6186902.728,592171.2425 6186904.3497,592177.216200002 6186905.8149,592177.743600003 6186904.4084,592182.658200003 6186900.9392,592194.8 6186899.2047,592210.121600002 6186901.5174,592223.1307 6186901.667,592223.1307 6186906.4319,592220.2399 6186909.9011,592217.637900002 6186918.8629,592218.794500001 6186924.0665,592223.708899997 6186927.8245,592223.974399999 6186928.3176,592225.7324 6186931.5828,592223.708899997 6186935.6299,592220.2399 6186939.6772,592222.096500002 6186943.5763,592223.1307 6186945.7482,592224.865199998 6186951.53,592225.7324 6186959.0463,592221.974399999 6186966.2735,592221.107199997 6186971.188,592217.927100003 6186978.4153,592214.458099999 6186985.9316,592214.169 6186991.7134,592219.0836 6186994.8933,592223.419799998 6186996.0498,592228.623499997 6186992.8698,592232.6708 6186991.4243)));St;;
42;;Pr;;42;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;3013.086;sig;;11;42;;;MULTIPOLYGON(((592166.4692 6187036.5223,592166.4692 6187031.3187,592165.023599997 6187026.9822,592170.516400002 6187023.8024,592171.383599997 6187019.4659,592173.407399997 6187011.9496,592179.478299998 6187006.1678,592179.189199999 6186997.4952,592183.814499997 6186992.0025,592188.44 6186984.1971,592193.065499999 6186972.6335,592194.221799999 6186967.1407,592193.065499999 6186958.179,592192.487099998 6186951.53,592192.643100001 6186950.802,592194.221799999 6186943.4355,592195.920900002 6186939.5145,592197.979900002 6186934.7627,592200.870899998 6186928.9808,592198.2689 6186923.7774,592193.065499999 6186924.9337,592183.814499997 6186925.801,592181.212800004 6186928.1136,592180.923699997 6186932.7391,592180.923699997 6186934.0936,592180.923699997 6186937.3646,592182.369099997 6186946.0372,592182.369099997 6186956.7334,592179.478299998 6186965.1172,592179.452299997 6186965.1873,592172.2509 6186984.4862,592169.071 6186989.1115,592162.421899997 6186989.1115,592155.7729 6186989.1115,592146.8112 6186990.8462,592142.474699996 6186998.0734,592146.8112 6187004.4333,592153.460199997 6187012.8169,592147.389300004 6187017.4424,592140.451200001 6187023.224,592134.958400004 6187025.5369,592124.262 6187024.9587,592121.082199998 6187023.8024,592115.8785 6187026.6932,592113.513300002 6187032.259,592117.915 6187039.7695,592120.563600004 6187044.251,592126.2531 6187046.9352,592131.518700004 6187043.5126,592129.0233 6187035.9316,592140.680399999 6187033.4346,592144.222400002 6187042.3876,592137.248 6187046.4683,592138.716700003 6187052.1331,592149.412900001 6187053.5785,592155.194700003 6187052.1331,592157.796400003 6187046.6404,592160.976499997 6187042.593,592166.4692 6187036.5223)));St;;
43;;Pr;;43;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;196.634;sig;;12;43;;;MULTIPOLYGON(((592481.775700003 6187072.6994,592485.079599999 6187062.0843,592487.163 6187055.4594,592484.576800004 6187056.7596,592483.4168 6187060.2857,592478.341399997 6187061.3957,592478.330700003 6187063.6786,592474.264399998 6187063.9116,592467.324600004 6187059.8915,592462.255099997 6187066.6322,592472.958400004 6187071.8535,592476.842299998 6187073.2578,592479.9124 6187073.2068,592481.775700003 6187072.6994)));St;;
44;;Pr;;44;2017-07-06;2017-07-06;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;2345.442;sig;;13;44;;;MULTIPOLYGON(((591273.621 6187708.7174,591267.241 6187684.412,591235.310699999 6187692.9595,591233.326300003 6187709.3635,591232.664700001 6187715.5814,591233.326300003 6187723.5188,591228.828400001 6187745.7438,591236.633500002 6187747.596,591247.746 6187745.2147,591266.399099998 6187737.2771,591275.130500004 6187733.8376,591287.962800004 6187730.7948,591293.386699997 6187729.6042,591291.868 6187724.7552,591281.0471 6187723.5694,591273.621 6187708.7174)));St;;
45;;Pr;;45;2017-07-07;2017-07-07;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;500.612;sig;;14;45;;;MULTIPOLYGON(((594042.556599997 6175100.5905,594040.2689 6175087.626,594040.014799997 6175077.2038,594041.1263 6175071.4236,594036.798100002 6175072.6355,594036.497299999 6175078.952,594034.391800001 6175084.667,594029.88 6175090.382,594028.977600001 6175087.6749,594024.465800002 6175082.8623,594021.157200001 6175080.1552,594016.672899999 6175080.6726,594023.6611 6175089.6172,594029.7619 6175099.7855,594035.523699999 6175112.3261,594043.319399998 6175121.4772,594047.149400003 6175125.6555,594047.132399999 6175125.248,594045.098800004 6175113.5546,594042.556599997 6175100.5905)));St;;
46;;Pr;;46;2017-07-07;2017-07-07;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;345.316;sig;;15;46;;;MULTIPOLYGON(((594026.033600003 6175104.5304,594022.706799999 6175099.5403,594020.472 6175108.4793,594022.076200001 6175115.6982,594032.904600002 6175125.3234,594034.893100001 6175132.9932,594035.665200002 6175135.9713,594035.712 6175136.1518,594045.337200001 6175142.1675,594047.980400003 6175143.2248,594047.640600003 6175137.4496,594047.467699997 6175133.298,594044.675 6175129.6118,594041.285700001 6175127.5781,594034.168099999 6175117.7491,594026.033600003 6175104.5304)));St;;
47;;Pr;;47;2017-07-07;2017-07-07;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;986.569;sig;;16;47;;;MULTIPOLYGON(((594059.334100001 6175189.0527,594055.697 6175177.9598,594052.155 6175180.6682,594046.941299997 6175187.4862,594046.540299997 6175191.4966,594047.342399999 6175197.5123,594050.149700001 6175209.5438,594052.155 6175218.3669,594050.951800004 6175228.3932,594050.800499998 6175228.7212,594048.545500003 6175233.6068,594046.941299997 6175244.8361,594047.7434 6175250.8519,594047.843900003 6175250.8825,594056.967500001 6175253.6593,594061.599699996 6175249.8849,594064.163900003 6175226.166,594065.943300001 6175215.2353,594064.163900003 6175202.7794,594059.334100001 6175189.0527)));St;;
48;;Pr;;48;2017-07-07;2017-07-07;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;756.013;sig;;17;48;;;MULTIPOLYGON(((594057.808799997 6175267.3467,594060.350400001 6175257.376,594060.176 6175257.6697,594045.905699998 6175263.8407,594045.337200001 6175264.0865,594044.535099998 6175269.7013,594044.591899998 6175269.8338,594050.550800003 6175283.738,594052.957099997 6175292.9621,594051.352899998 6175301.3842,594051.352899998 6175303.3828,594051.352899998 6175307.8009,594051.352899998 6175320.2335,594053.358199999 6175329.8586,594054.456200004 6175330.5908,594065.389600001 6175337.8797,594069.65 6175339.3487,594069.247900002 6175338.0146,594064.418099999 6175322.7625,594058.571400002 6175299.6301,594057.808799997 6175283.8698,594057.808799997 6175267.3467)));St;;
49;;Pr;;49;2017-07-07;2017-07-07;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;1905.11;sig;;18;49;;;MULTIPOLYGON(((594063.643399999 6175365.5097,594063.299500003 6175365.4959,594058.214699998 6175373.441,594057.261200003 6175382.3396,594051.858499996 6175391.8737,594048.0449 6175399.1832,594044.231299996 6175402.9969,594042.324299999 6175411.5776,594041.370899998 6175420.794,594035.9683 6175429.3747,594034.061499998 6175439.5444,594028.976499997 6175450.6676,594024.2095 6175462.7441,594025.276299998 6175463.4398,594031.519 6175467.5112,594028.976499997 6175472.2782,594032.472499996 6175480.5412,594034.223800004 6175480.2717,594034.422399998 6175478.8423,594050.182700001 6175441.4747,594057.046099998 6175424.9516,594066.960100003 6175406.9033,594071.789899997 6175390.8885,594074.757600002 6175376.792,594071.244599998 6175365.8136,594063.643399999 6175365.5097)));St;;
50;;Pr;;50;2017-07-07;2017-07-07;false;INCONNU (CEN Midi-Pyrénées);;1;;;;;;;;345.905;sig;;19;50;;;MULTIPOLYGON(((594032.8649 6175488.96,594021.667 6175486.8972,594021.580300003 6175486.9536,594015.311 6175491.0288,594016.264399998 6175502.7875,594016.612899996 6175506.3877,594017.217699997 6175512.6394,594023.016400002 6175517.7351,594025.7795 6175512.6511,594029.084100001 6175501.7206,594032.8649 6175488.96)));St;;
