cd_nom,num_version_init,num_version_final,champ,valeur_init,valeur_final,type_change,cd_nom_remplacement,cd_raison_suppression
54673,11.0,12.0,CD_NOM,54673,,RETRAIT,,2
60615,11.0,12.0,CD_NOM,60615,,RETRAIT,,2
61703,11.0,12.0,CD_NOM,61703,,RETRAIT,,2
64968,11.0,12.0,CD_NOM,64968,,RETRAIT,680764,1
67106,11.0,12.0,CD_NOM,67106,,RETRAIT,,2
67118,11.0,12.0,CD_NOM,67118,,RETRAIT,,2
71129,11.0,12.0,CD_NOM,71129,,RETRAIT,,3
76558,11.0,12.0,CD_NOM,76558,,RETRAIT,681858,1
80004,11.0,12.0,CD_NOM,80004,,RETRAIT,772025,1
412716,11.0,12.0,CD_NOM,412716,,RETRAIT,,
412717,11.0,12.0,CD_NOM,412717,,RETRAIT,,
99647,11.0,12.0,CD_NOM,99647,,RETRAIT,615102,1
412718,11.0,12.0,CD_NOM,412718,,RETRAIT,,
412719,11.0,12.0,CD_NOM,412719,,RETRAIT,,
102718,11.0,12.0,CD_NOM,102718,,RETRAIT,719024,1
114056,11.0,12.0,CD_NOM,114056,,RETRAIT,772026,1
412600,11.0,12.0,CD_NOM,412600,,RETRAIT,,
114833,11.0,12.0,CD_NOM,114833,,RETRAIT,771864,1
117504,11.0,12.0,CD_NOM,117504,,RETRAIT,772027,1
412602,11.0,12.0,CD_NOM,412602,,RETRAIT,,
118923,11.0,12.0,CD_NOM,118923,,RETRAIT,772028,1
412603,11.0,12.0,CD_NOM,412603,,RETRAIT,,
412606,11.0,12.0,CD_NOM,412606,,RETRAIT,,
412607,11.0,12.0,CD_NOM,412607,,RETRAIT,,
131272,11.0,12.0,CD_NOM,131272,,RETRAIT,,2
133065,11.0,12.0,CD_NOM,133065,,RETRAIT,,2
412608,11.0,12.0,CD_NOM,412608,,RETRAIT,,
412610,11.0,12.0,CD_NOM,412610,,RETRAIT,,
412622,11.0,12.0,CD_NOM,412622,,RETRAIT,,
143429,11.0,12.0,CD_NOM,143429,,RETRAIT,,2
152707,11.0,12.0,CD_NOM,152707,,RETRAIT,,2
412624,11.0,12.0,CD_NOM,412624,,RETRAIT,,
412629,11.0,12.0,CD_NOM,412629,,RETRAIT,,
412630,11.0,12.0,CD_NOM,412630,,RETRAIT,,
412633,11.0,12.0,CD_NOM,412633,,RETRAIT,,
412638,11.0,12.0,CD_NOM,412638,,RETRAIT,,
218725,11.0,12.0,CD_NOM,218725,,RETRAIT,,2
233207,11.0,12.0,CD_NOM,233207,,RETRAIT,457325,1
233218,11.0,12.0,CD_NOM,233218,,RETRAIT,457328,1
233300,11.0,12.0,CD_NOM,233300,,RETRAIT,457369,1
233301,11.0,12.0,CD_NOM,233301,,RETRAIT,457370,1
233343,11.0,12.0,CD_NOM,233343,,RETRAIT,457375,1
233588,11.0,12.0,CD_NOM,233588,,RETRAIT,457292,1
233637,11.0,12.0,CD_NOM,233637,,RETRAIT,457297,1
233712,11.0,12.0,CD_NOM,233712,,RETRAIT,457307,1
233719,11.0,12.0,CD_NOM,233719,,RETRAIT,457308,1
233737,11.0,12.0,CD_NOM,233737,,RETRAIT,457310,1
233917,11.0,12.0,CD_NOM,233917,,RETRAIT,457258,1
234018,11.0,12.0,CD_NOM,234018,,RETRAIT,457410,1
234051,11.0,12.0,CD_NOM,234051,,RETRAIT,,3
234174,11.0,12.0,CD_NOM,234174,,RETRAIT,457391,1
235707,11.0,12.0,CD_NOM,235707,,RETRAIT,405576,1
412639,11.0,12.0,CD_NOM,412639,,RETRAIT,,
412640,11.0,12.0,CD_NOM,412640,,RETRAIT,,
412643,11.0,12.0,CD_NOM,412643,,RETRAIT,,
412644,11.0,12.0,CD_NOM,412644,,RETRAIT,,
251999,11.0,12.0,CD_NOM,251999,,RETRAIT,457322,1
252049,11.0,12.0,CD_NOM,252049,,RETRAIT,457338,1
252063,11.0,12.0,CD_NOM,252063,,RETRAIT,457398,1
266394,11.0,12.0,CD_NOM,266394,,RETRAIT,,2
345198,11.0,12.0,CD_NOM,345198,,RETRAIT,,2
362179,11.0,12.0,CD_NOM,362179,,RETRAIT,362182,1
378998,11.0,12.0,CD_NOM,378998,,RETRAIT,,
396364,11.0,12.0,CD_NOM,396364,,RETRAIT,,2
396367,11.0,12.0,CD_NOM,396367,,RETRAIT,,2
396447,11.0,12.0,CD_NOM,396447,,RETRAIT,12334,1
397016,11.0,12.0,CD_NOM,397016,,RETRAIT,794399,1
397022,11.0,12.0,CD_NOM,397022,,RETRAIT,10404,1
397038,11.0,12.0,CD_NOM,397038,,RETRAIT,10404,1
397048,11.0,12.0,CD_NOM,397048,,RETRAIT,397035,1
400465,11.0,12.0,CD_NOM,400465,,RETRAIT,,2
402361,11.0,12.0,CD_NOM,402361,,RETRAIT,457332,1
403239,11.0,12.0,CD_NOM,403239,,RETRAIT,,3
412645,11.0,12.0,CD_NOM,412645,,RETRAIT,,
412648,11.0,12.0,CD_NOM,412648,,RETRAIT,,
408563,11.0,12.0,CD_NOM,408563,,RETRAIT,408558,1
412326,11.0,12.0,CD_NOM,412326,,RETRAIT,,
412332,11.0,12.0,CD_NOM,412332,,RETRAIT,,
412380,11.0,12.0,CD_NOM,412380,,RETRAIT,,
412382,11.0,12.0,CD_NOM,412382,,RETRAIT,,
412396,11.0,12.0,CD_NOM,412396,,RETRAIT,,
412398,11.0,12.0,CD_NOM,412398,,RETRAIT,,
412401,11.0,12.0,CD_NOM,412401,,RETRAIT,,
412402,11.0,12.0,CD_NOM,412402,,RETRAIT,,
412410,11.0,12.0,CD_NOM,412410,,RETRAIT,,
412412,11.0,12.0,CD_NOM,412412,,RETRAIT,,
412442,11.0,12.0,CD_NOM,412442,,RETRAIT,,
412448,11.0,12.0,CD_NOM,412448,,RETRAIT,,
412482,11.0,12.0,CD_NOM,412482,,RETRAIT,,
412483,11.0,12.0,CD_NOM,412483,,RETRAIT,,
412484,11.0,12.0,CD_NOM,412484,,RETRAIT,,
412494,11.0,12.0,CD_NOM,412494,,RETRAIT,,
412495,11.0,12.0,CD_NOM,412495,,RETRAIT,,
412496,11.0,12.0,CD_NOM,412496,,RETRAIT,,
412498,11.0,12.0,CD_NOM,412498,,RETRAIT,,
412499,11.0,12.0,CD_NOM,412499,,RETRAIT,,
412500,11.0,12.0,CD_NOM,412500,,RETRAIT,,
412509,11.0,12.0,CD_NOM,412509,,RETRAIT,,
412512,11.0,12.0,CD_NOM,412512,,RETRAIT,,
412517,11.0,12.0,CD_NOM,412517,,RETRAIT,,
412521,11.0,12.0,CD_NOM,412521,,RETRAIT,,
412522,11.0,12.0,CD_NOM,412522,,RETRAIT,,
412526,11.0,12.0,CD_NOM,412526,,RETRAIT,,
412528,11.0,12.0,CD_NOM,412528,,RETRAIT,,
412529,11.0,12.0,CD_NOM,412529,,RETRAIT,,
412530,11.0,12.0,CD_NOM,412530,,RETRAIT,,
412531,11.0,12.0,CD_NOM,412531,,RETRAIT,,
412535,11.0,12.0,CD_NOM,412535,,RETRAIT,,
412542,11.0,12.0,CD_NOM,412542,,RETRAIT,,
412543,11.0,12.0,CD_NOM,412543,,RETRAIT,,
412544,11.0,12.0,CD_NOM,412544,,RETRAIT,,
412551,11.0,12.0,CD_NOM,412551,,RETRAIT,,
412555,11.0,12.0,CD_NOM,412555,,RETRAIT,,
412557,11.0,12.0,CD_NOM,412557,,RETRAIT,,
412558,11.0,12.0,CD_NOM,412558,,RETRAIT,,
412559,11.0,12.0,CD_NOM,412559,,RETRAIT,,
412575,11.0,12.0,CD_NOM,412575,,RETRAIT,,
412577,11.0,12.0,CD_NOM,412577,,RETRAIT,,
412578,11.0,12.0,CD_NOM,412578,,RETRAIT,,
412579,11.0,12.0,CD_NOM,412579,,RETRAIT,,
412585,11.0,12.0,CD_NOM,412585,,RETRAIT,,
412590,11.0,12.0,CD_NOM,412590,,RETRAIT,,
412593,11.0,12.0,CD_NOM,412593,,RETRAIT,,
412599,11.0,12.0,CD_NOM,412599,,RETRAIT,,
412720,11.0,12.0,CD_NOM,412720,,RETRAIT,,
412721,11.0,12.0,CD_NOM,412721,,RETRAIT,,
412722,11.0,12.0,CD_NOM,412722,,RETRAIT,,
412723,11.0,12.0,CD_NOM,412723,,RETRAIT,,
412724,11.0,12.0,CD_NOM,412724,,RETRAIT,,
412967,11.0,12.0,CD_NOM,412967,,RETRAIT,,
413035,11.0,12.0,CD_NOM,413035,,RETRAIT,,
413036,11.0,12.0,CD_NOM,413036,,RETRAIT,,
413037,11.0,12.0,CD_NOM,413037,,RETRAIT,,
413038,11.0,12.0,CD_NOM,413038,,RETRAIT,,
413040,11.0,12.0,CD_NOM,413040,,RETRAIT,,
413042,11.0,12.0,CD_NOM,413042,,RETRAIT,,
413043,11.0,12.0,CD_NOM,413043,,RETRAIT,,
413044,11.0,12.0,CD_NOM,413044,,RETRAIT,,
413050,11.0,12.0,CD_NOM,413050,,RETRAIT,,
413052,11.0,12.0,CD_NOM,413052,,RETRAIT,,
413056,11.0,12.0,CD_NOM,413056,,RETRAIT,,
413058,11.0,12.0,CD_NOM,413058,,RETRAIT,,
413061,11.0,12.0,CD_NOM,413061,,RETRAIT,,
413072,11.0,12.0,CD_NOM,413072,,RETRAIT,,
413081,11.0,12.0,CD_NOM,413081,,RETRAIT,,
413173,11.0,12.0,CD_NOM,413173,,RETRAIT,,
413211,11.0,12.0,CD_NOM,413211,,RETRAIT,,
413212,11.0,12.0,CD_NOM,413212,,RETRAIT,,
413215,11.0,12.0,CD_NOM,413215,,RETRAIT,,
413216,11.0,12.0,CD_NOM,413216,,RETRAIT,,
413218,11.0,12.0,CD_NOM,413218,,RETRAIT,,
413221,11.0,12.0,CD_NOM,413221,,RETRAIT,,
413224,11.0,12.0,CD_NOM,413224,,RETRAIT,,
413257,11.0,12.0,CD_NOM,413257,,RETRAIT,,
413260,11.0,12.0,CD_NOM,413260,,RETRAIT,,
413262,11.0,12.0,CD_NOM,413262,,RETRAIT,,
413297,11.0,12.0,CD_NOM,413297,,RETRAIT,,
413299,11.0,12.0,CD_NOM,413299,,RETRAIT,,
413300,11.0,12.0,CD_NOM,413300,,RETRAIT,,
413301,11.0,12.0,CD_NOM,413301,,RETRAIT,,
413303,11.0,12.0,CD_NOM,413303,,RETRAIT,,
413304,11.0,12.0,CD_NOM,413304,,RETRAIT,,
413305,11.0,12.0,CD_NOM,413305,,RETRAIT,,
413309,11.0,12.0,CD_NOM,413309,,RETRAIT,,
413310,11.0,12.0,CD_NOM,413310,,RETRAIT,,
413314,11.0,12.0,CD_NOM,413314,,RETRAIT,,
413321,11.0,12.0,CD_NOM,413321,,RETRAIT,,
413322,11.0,12.0,CD_NOM,413322,,RETRAIT,,
413323,11.0,12.0,CD_NOM,413323,,RETRAIT,,
413326,11.0,12.0,CD_NOM,413326,,RETRAIT,,
413327,11.0,12.0,CD_NOM,413327,,RETRAIT,,
413329,11.0,12.0,CD_NOM,413329,,RETRAIT,,
413331,11.0,12.0,CD_NOM,413331,,RETRAIT,,
413333,11.0,12.0,CD_NOM,413333,,RETRAIT,,
413335,11.0,12.0,CD_NOM,413335,,RETRAIT,,
413381,11.0,12.0,CD_NOM,413381,,RETRAIT,,
413404,11.0,12.0,CD_NOM,413404,,RETRAIT,,
413408,11.0,12.0,CD_NOM,413408,,RETRAIT,,
413465,11.0,12.0,CD_NOM,413465,,RETRAIT,,
413467,11.0,12.0,CD_NOM,413467,,RETRAIT,,
413468,11.0,12.0,CD_NOM,413468,,RETRAIT,,
413470,11.0,12.0,CD_NOM,413470,,RETRAIT,,
413487,11.0,12.0,CD_NOM,413487,,RETRAIT,,
413488,11.0,12.0,CD_NOM,413488,,RETRAIT,,
413509,11.0,12.0,CD_NOM,413509,,RETRAIT,,
413514,11.0,12.0,CD_NOM,413514,,RETRAIT,,
413530,11.0,12.0,CD_NOM,413530,,RETRAIT,,
413531,11.0,12.0,CD_NOM,413531,,RETRAIT,,
413532,11.0,12.0,CD_NOM,413532,,RETRAIT,,
413533,11.0,12.0,CD_NOM,413533,,RETRAIT,,
413535,11.0,12.0,CD_NOM,413535,,RETRAIT,,
413536,11.0,12.0,CD_NOM,413536,,RETRAIT,,
413537,11.0,12.0,CD_NOM,413537,,RETRAIT,,
413539,11.0,12.0,CD_NOM,413539,,RETRAIT,,
413540,11.0,12.0,CD_NOM,413540,,RETRAIT,,
413542,11.0,12.0,CD_NOM,413542,,RETRAIT,,
413543,11.0,12.0,CD_NOM,413543,,RETRAIT,,
413552,11.0,12.0,CD_NOM,413552,,RETRAIT,,
413553,11.0,12.0,CD_NOM,413553,,RETRAIT,,
413554,11.0,12.0,CD_NOM,413554,,RETRAIT,,
413556,11.0,12.0,CD_NOM,413556,,RETRAIT,,
413557,11.0,12.0,CD_NOM,413557,,RETRAIT,,
413558,11.0,12.0,CD_NOM,413558,,RETRAIT,,
413559,11.0,12.0,CD_NOM,413559,,RETRAIT,,
413560,11.0,12.0,CD_NOM,413560,,RETRAIT,,
413564,11.0,12.0,CD_NOM,413564,,RETRAIT,,
413571,11.0,12.0,CD_NOM,413571,,RETRAIT,,
413621,11.0,12.0,CD_NOM,413621,,RETRAIT,,
413635,11.0,12.0,CD_NOM,413635,,RETRAIT,,
413641,11.0,12.0,CD_NOM,413641,,RETRAIT,,
413647,11.0,12.0,CD_NOM,413647,,RETRAIT,,
413648,11.0,12.0,CD_NOM,413648,,RETRAIT,,
413660,11.0,12.0,CD_NOM,413660,,RETRAIT,,
413661,11.0,12.0,CD_NOM,413661,,RETRAIT,,
413662,11.0,12.0,CD_NOM,413662,,RETRAIT,,
413666,11.0,12.0,CD_NOM,413666,,RETRAIT,,
413669,11.0,12.0,CD_NOM,413669,,RETRAIT,,
413678,11.0,12.0,CD_NOM,413678,,RETRAIT,,
413679,11.0,12.0,CD_NOM,413679,,RETRAIT,,
413689,11.0,12.0,CD_NOM,413689,,RETRAIT,,
413698,11.0,12.0,CD_NOM,413698,,RETRAIT,,
413699,11.0,12.0,CD_NOM,413699,,RETRAIT,,
413700,11.0,12.0,CD_NOM,413700,,RETRAIT,,
413702,11.0,12.0,CD_NOM,413702,,RETRAIT,,
413707,11.0,12.0,CD_NOM,413707,,RETRAIT,,
413712,11.0,12.0,CD_NOM,413712,,RETRAIT,,
413720,11.0,12.0,CD_NOM,413720,,RETRAIT,,
413722,11.0,12.0,CD_NOM,413722,,RETRAIT,,
413732,11.0,12.0,CD_NOM,413732,,RETRAIT,,
413740,11.0,12.0,CD_NOM,413740,,RETRAIT,,
413747,11.0,12.0,CD_NOM,413747,,RETRAIT,,
413755,11.0,12.0,CD_NOM,413755,,RETRAIT,,
413763,11.0,12.0,CD_NOM,413763,,RETRAIT,,
413768,11.0,12.0,CD_NOM,413768,,RETRAIT,,
413783,11.0,12.0,CD_NOM,413783,,RETRAIT,,
413785,11.0,12.0,CD_NOM,413785,,RETRAIT,,
413786,11.0,12.0,CD_NOM,413786,,RETRAIT,,
413789,11.0,12.0,CD_NOM,413789,,RETRAIT,,
413791,11.0,12.0,CD_NOM,413791,,RETRAIT,,
413794,11.0,12.0,CD_NOM,413794,,RETRAIT,,
413795,11.0,12.0,CD_NOM,413795,,RETRAIT,,
413796,11.0,12.0,CD_NOM,413796,,RETRAIT,,
413798,11.0,12.0,CD_NOM,413798,,RETRAIT,,
413799,11.0,12.0,CD_NOM,413799,,RETRAIT,,
413801,11.0,12.0,CD_NOM,413801,,RETRAIT,,
413809,11.0,12.0,CD_NOM,413809,,RETRAIT,,
413817,11.0,12.0,CD_NOM,413817,,RETRAIT,,
413819,11.0,12.0,CD_NOM,413819,,RETRAIT,,
413820,11.0,12.0,CD_NOM,413820,,RETRAIT,,
413821,11.0,12.0,CD_NOM,413821,,RETRAIT,,
413822,11.0,12.0,CD_NOM,413822,,RETRAIT,,
413827,11.0,12.0,CD_NOM,413827,,RETRAIT,,
413860,11.0,12.0,CD_NOM,413860,,RETRAIT,,
413863,11.0,12.0,CD_NOM,413863,,RETRAIT,,
413872,11.0,12.0,CD_NOM,413872,,RETRAIT,,
413873,11.0,12.0,CD_NOM,413873,,RETRAIT,,
413877,11.0,12.0,CD_NOM,413877,,RETRAIT,,
413878,11.0,12.0,CD_NOM,413878,,RETRAIT,,
413879,11.0,12.0,CD_NOM,413879,,RETRAIT,,
413883,11.0,12.0,CD_NOM,413883,,RETRAIT,,
430860,11.0,12.0,CD_NOM,430860,,RETRAIT,,
441839,11.0,12.0,CD_NOM,441839,,RETRAIT,,2
457261,11.0,12.0,CD_NOM,457261,,RETRAIT,1121,1
457266,11.0,12.0,CD_NOM,457266,,RETRAIT,233281,1
457267,11.0,12.0,CD_NOM,457267,,RETRAIT,233282,1
457270,11.0,12.0,CD_NOM,457270,,RETRAIT,233286,1
457290,11.0,12.0,CD_NOM,457290,,RETRAIT,233541,1
457293,11.0,12.0,CD_NOM,457293,,RETRAIT,233590,1
457305,11.0,12.0,CD_NOM,457305,,RETRAIT,1463,1
457306,11.0,12.0,CD_NOM,457306,,RETRAIT,233689,1
457317,11.0,12.0,CD_NOM,457317,,RETRAIT,1526,1
457318,11.0,12.0,CD_NOM,457318,,RETRAIT,234071,1
457335,11.0,12.0,CD_NOM,457335,,RETRAIT,233868,1
457336,11.0,12.0,CD_NOM,457336,,RETRAIT,1905,1
457350,11.0,12.0,CD_NOM,457350,,RETRAIT,233189,1
457353,11.0,12.0,CD_NOM,457353,,RETRAIT,233257,1
457355,11.0,12.0,CD_NOM,457355,,RETRAIT,233263,1
457361,11.0,12.0,CD_NOM,457361,,RETRAIT,233861,1
457364,11.0,12.0,CD_NOM,457364,,RETRAIT,1737,1
457376,11.0,12.0,CD_NOM,457376,,RETRAIT,302883,1
457381,11.0,12.0,CD_NOM,457381,,RETRAIT,302965,1
457411,11.0,12.0,CD_NOM,457411,,RETRAIT,234025,1
463455,11.0,12.0,CD_NOM,463455,,RETRAIT,515537,1
464133,11.0,12.0,CD_NOM,464133,,RETRAIT,519579,1
464153,11.0,12.0,CD_NOM,464153,,RETRAIT,518192,1
509566,11.0,12.0,CD_NOM,509566,,RETRAIT,508558,1
509894,11.0,12.0,CD_NOM,509894,,RETRAIT,32776,1
511969,11.0,12.0,CD_NOM,511969,,RETRAIT,464371,1
513723,11.0,12.0,CD_NOM,513723,,RETRAIT,519317,1
516037,11.0,12.0,CD_NOM,516037,,RETRAIT,509892,1
517667,11.0,12.0,CD_NOM,517667,,RETRAIT,517860,1
517668,11.0,12.0,CD_NOM,517668,,RETRAIT,517862,1
518016,11.0,12.0,CD_NOM,518016,,RETRAIT,464803,1
519201,11.0,12.0,CD_NOM,519201,,RETRAIT,464007,1
520311,11.0,12.0,CD_NOM,520311,,RETRAIT,464275,1
520341,11.0,12.0,CD_NOM,520341,,RETRAIT,464277,1
520347,11.0,12.0,CD_NOM,520347,,RETRAIT,464276,1
520411,11.0,12.0,CD_NOM,520411,,RETRAIT,517720,1
520642,11.0,12.0,CD_NOM,520642,,RETRAIT,515583,1
521487,11.0,12.0,CD_NOM,521487,,RETRAIT,8885,1
531357,11.0,12.0,CD_NOM,531357,,RETRAIT,542802,1
560293,11.0,12.0,CD_NOM,560293,,RETRAIT,,1
560487,11.0,12.0,CD_NOM,560487,,RETRAIT,,2
564959,11.0,12.0,CD_NOM,564959,,RETRAIT,,2
564963,11.0,12.0,CD_NOM,564963,,RETRAIT,,2
564965,11.0,12.0,CD_NOM,564965,,RETRAIT,,2
564968,11.0,12.0,CD_NOM,564968,,RETRAIT,,2
566390,11.0,12.0,CD_NOM,566390,,RETRAIT,,2
567803,11.0,12.0,CD_NOM,567803,,RETRAIT,,2
575838,11.0,12.0,CD_NOM,575838,,RETRAIT,537388,1
575856,11.0,12.0,CD_NOM,575856,,RETRAIT,548776,1
584843,11.0,12.0,CD_NOM,584843,,RETRAIT,584808,1
587266,11.0,12.0,CD_NOM,587266,,RETRAIT,589536,1
605885,11.0,12.0,CD_NOM,605885,,RETRAIT,676314,1
615204,11.0,12.0,CD_NOM,615204,,RETRAIT,122552,1
634766,11.0,12.0,CD_NOM,634766,,RETRAIT,,2
634767,11.0,12.0,CD_NOM,634767,,RETRAIT,,2
634922,11.0,12.0,CD_NOM,634922,,RETRAIT,,2
635066,11.0,12.0,CD_NOM,635066,,RETRAIT,,2
635960,11.0,12.0,CD_NOM,635960,,RETRAIT,,2
637216,11.0,12.0,CD_NOM,637216,,RETRAIT,452481,1
655207,11.0,12.0,CD_NOM,655207,,RETRAIT,670250,1
657591,11.0,12.0,CD_NOM,657591,,RETRAIT,,3
660916,11.0,12.0,CD_NOM,660916,,RETRAIT,55016,1
666740,11.0,12.0,CD_NOM,666740,,RETRAIT,666089,1
704276,11.0,12.0,CD_NOM,704276,,RETRAIT,715075,1
707078,11.0,12.0,CD_NOM,707078,,RETRAIT,674684,1
707837,11.0,12.0,CD_NOM,707837,,RETRAIT,632807,1
707838,11.0,12.0,CD_NOM,707838,,RETRAIT,629465,1
709411,11.0,12.0,CD_NOM,709411,,RETRAIT,708365,1
710295,11.0,12.0,CD_NOM,710295,,RETRAIT,674683,1
713449,11.0,12.0,CD_NOM,713449,,RETRAIT,630907,1
719309,11.0,12.0,CD_NOM,719309,,RETRAIT,884177,1
719976,11.0,12.0,CD_NOM,719976,,RETRAIT,836078,1
720457,11.0,12.0,CD_NOM,720457,,RETRAIT,718534,1
720515,11.0,12.0,CD_NOM,720515,,RETRAIT,,2
733761,11.0,12.0,CD_NOM,733761,,RETRAIT,,2
757401,11.0,12.0,CD_NOM,757401,,RETRAIT,609622,1
765628,11.0,12.0,CD_NOM,765628,,RETRAIT,,2
768635,11.0,12.0,CD_NOM,768635,,RETRAIT,,2
769269,11.0,12.0,CD_NOM,769269,,RETRAIT,,2
769338,11.0,12.0,CD_NOM,769338,,RETRAIT,,2
771855,11.0,12.0,CD_NOM,771855,,RETRAIT,123118,1
778301,11.0,12.0,CD_NOM,778301,,RETRAIT,,2
789940,11.0,12.0,CD_NOM,789940,,RETRAIT,,2
795326,11.0,12.0,CD_NOM,795326,,RETRAIT,,2
797148,11.0,12.0,CD_NOM,797148,,RETRAIT,409263,1
802249,11.0,12.0,CD_NOM,802249,,RETRAIT,12148,1
804064,11.0,12.0,CD_NOM,804064,,RETRAIT,46510,1
804233,11.0,12.0,CD_NOM,804233,,RETRAIT,48847,1
804881,11.0,12.0,CD_NOM,804881,,RETRAIT,34281,1
811269,11.0,12.0,CD_NOM,811269,,RETRAIT,,2
815222,11.0,12.0,CD_NOM,815222,,RETRAIT,,2
818331,11.0,12.0,CD_NOM,818331,,RETRAIT,817237,1
828940,11.0,12.0,CD_NOM,828940,,RETRAIT,,2
840093,11.0,12.0,CD_NOM,840093,,RETRAIT,,2
218,11.0,12.0,CD_NOM,218,,RETRAIT,,2
1115,11.0,12.0,CD_NOM,1115,,RETRAIT,457260,1
1307,11.0,12.0,CD_NOM,1307,,RETRAIT,457282,1
1362,11.0,12.0,CD_NOM,1362,,RETRAIT,1365,1
1410,11.0,12.0,CD_NOM,1410,,RETRAIT,457299,1
1566,11.0,12.0,CD_NOM,1566,,RETRAIT,233223,1
1594,11.0,12.0,CD_NOM,1594,,RETRAIT,457321,1
1725,11.0,12.0,CD_NOM,1725,,RETRAIT,457362,1
15381,11.0,12.0,CD_NOM,15381,,RETRAIT,15380,1
33186,11.0,12.0,CD_NOM,33186,,RETRAIT,519989,1
37339,11.0,12.0,CD_NOM,37339,,RETRAIT,462419,1
41766,11.0,12.0,CD_NOM,41766,,RETRAIT,41773,1
41881,11.0,12.0,CD_NOM,41881,,RETRAIT,462386,1
44383,11.0,12.0,CD_NOM,44383,,RETRAIT,463506,1
44668,11.0,12.0,CD_NOM,44668,,RETRAIT,517172,1
54644,11.0,12.0,CD_NOM,54644,,RETRAIT,,2
54669,11.0,12.0,CD_NOM,54669,,RETRAIT,,2
61701,11.0,12.0,CD_NOM,61701,,RETRAIT,,2
61702,11.0,12.0,CD_NOM,61702,,RETRAIT,,2
61704,11.0,12.0,CD_NOM,61704,,RETRAIT,,2
61705,11.0,12.0,CD_NOM,61705,,RETRAIT,,2
61706,11.0,12.0,CD_NOM,61706,,RETRAIT,,2
67105,11.0,12.0,CD_NOM,67105,,RETRAIT,,2
67107,11.0,12.0,CD_NOM,67107,,RETRAIT,,2
67317,11.0,12.0,CD_NOM,67317,,RETRAIT,,2
67318,11.0,12.0,CD_NOM,67318,,RETRAIT,,2
71777,11.0,12.0,CD_NOM,71777,,RETRAIT,543974,1
60588,11.0,12.0,CD_NOM,60588,,RETRAIT,,2
60616,11.0,12.0,CD_NOM,60616,,RETRAIT,,2
60696,11.0,12.0,CD_NOM,60696,,RETRAIT,,2
627765,11.0,12.0,CD_NOM,627765,,RETRAIT,,2
631027,11.0,12.0,CD_NOM,631027,,RETRAIT,,2
634579,11.0,12.0,CD_NOM,634579,,RETRAIT,,2
635178,11.0,12.0,CD_NOM,635178,,RETRAIT,,2
635646,11.0,12.0,CD_NOM,635646,,RETRAIT,,2
635957,11.0,12.0,CD_NOM,635957,,RETRAIT,,2
635959,11.0,12.0,CD_NOM,635959,,RETRAIT,,2
635962,11.0,12.0,CD_NOM,635962,,RETRAIT,,2
