cd_nom,num_version_init,num_version_final,champ,valeur_init,valeur_final,type_change,cd_nom_remplacement,cd_raison_suppression
845886,11.0,12.0,LB_NOM,Lomaria sect. Lomariocycas,Lomaria [sans-rang] Lomariocycas,MODIFICATION,,
605022,11.0,12.0,CD_REF,669711,605022,MODIFICATION,,
107904,11.0,12.0,CD_REF,95279,106664,MODIFICATION,,
741224,11.0,12.0,CD_REF,741224,732444,MODIFICATION,,
669205,11.0,12.0,CD_REF,669205,908350,MODIFICATION,,
145057,11.0,12.0,CD_REF,132545,87862,MODIFICATION,,
133408,11.0,12.0,CD_REF,133408,92198,MODIFICATION,,
44908,11.0,12.0,LB_NOM,Trametes velutinus,Trametes velutina,MODIFICATION,,
384040,11.0,12.0,CD_REF,596913,384040,MODIFICATION,,
803131,11.0,12.0,LB_NOM,Bostrichus mieans,Bostrichus micans,MODIFICATION,,
734874,11.0,12.0,CD_REF,734874,887492,MODIFICATION,,
105165,11.0,12.0,CD_REF,137140,811241,MODIFICATION,,
641305,11.0,12.0,CD_REF,641305,898084,MODIFICATION,,
544887,11.0,12.0,CD_REF,835079,544887,MODIFICATION,,
145125,11.0,12.0,CD_REF,145125,88415,MODIFICATION,,
823366,11.0,12.0,CD_REF,823366,654764,MODIFICATION,,
800927,11.0,12.0,CD_REF,250801,11285,MODIFICATION,,
618700,11.0,12.0,CD_REF,81106,81166,MODIFICATION,,
825508,11.0,12.0,CD_REF,825507,825508,MODIFICATION,,
621231,11.0,12.0,CD_REF,160867,160865,MODIFICATION,,
802073,11.0,12.0,LB_NOM,Tenebrio sabulosa,Tenebrio sabulosus,MODIFICATION,,
802073,11.0,12.0,CD_REF,253221,11965,MODIFICATION,,
800877,11.0,12.0,CD_REF,200410,10992,MODIFICATION,,
460379,11.0,12.0,CD_REF,460379,896425,MODIFICATION,,
303477,11.0,12.0,CD_REF,836068,303477,MODIFICATION,,
786156,11.0,12.0,CD_REF,786155,617682,MODIFICATION,,
802373,11.0,12.0,CD_REF,251479,12346,MODIFICATION,,
773676,11.0,12.0,CD_REF,717662,125816,MODIFICATION,,
741086,11.0,12.0,CD_REF,741086,888408,MODIFICATION,,
401760,11.0,12.0,CD_REF,251901,721340,MODIFICATION,,
795276,11.0,12.0,CD_REF,795276,8441,MODIFICATION,,
791227,11.0,12.0,CD_REF,775074,908624,MODIFICATION,,
769485,11.0,12.0,CD_REF,735507,741607,MODIFICATION,,
633005,11.0,12.0,CD_REF,632945,708458,MODIFICATION,,
461204,11.0,12.0,CD_REF,777923,461204,MODIFICATION,,
566344,11.0,12.0,CD_REF,425882,894640,MODIFICATION,,
30326,11.0,12.0,CD_REF,30326,513463,MODIFICATION,,
227423,11.0,12.0,CD_REF,227423,24878,MODIFICATION,,
110465,11.0,12.0,CD_REF,110465,110372,MODIFICATION,,
769169,11.0,12.0,CD_REF,734842,887469,MODIFICATION,,
740536,11.0,12.0,LB_NOM,Rhynchospora pubera subsp. pubera,Rhynchospora puber subsp. puber,MODIFICATION,,
413048,11.0,12.0,CD_REF,163031,199851,MODIFICATION,,
761743,11.0,12.0,CD_REF,761708,904749,MODIFICATION,,
200109,11.0,12.0,CD_REF,200109,60716,MODIFICATION,,
110189,11.0,12.0,CD_REF,138189,110211,MODIFICATION,,
646603,11.0,12.0,CD_REF,646603,887853,MODIFICATION,,
619826,11.0,12.0,CD_REF,105451,892235,MODIFICATION,,
107345,11.0,12.0,CD_REF,162352,130663,MODIFICATION,,
802520,11.0,12.0,LB_NOM,Bruchus fineatus,Bruchus lineatus,MODIFICATION,,
396392,11.0,12.0,CD_REF,251450,795365,MODIFICATION,,
107857,11.0,12.0,CD_REF,137868,108718,MODIFICATION,,
97542,11.0,12.0,CD_REF,97564,134411,MODIFICATION,,
696991,11.0,12.0,CD_REF,590827,538666,MODIFICATION,,
800661,11.0,12.0,CD_REF,252996,243174,MODIFICATION,,
795275,11.0,12.0,CD_REF,795275,251416,MODIFICATION,,
80346,11.0,12.0,CD_REF,130868,80347,MODIFICATION,,
676314,11.0,12.0,CD_REF,605885,676314,MODIFICATION,,
628196,11.0,12.0,CD_NOM,628196,,RETRAIT,,
560009,11.0,12.0,CD_REF,424718,888352,MODIFICATION,,
120033,11.0,12.0,CD_REF,140475,151107,MODIFICATION,,
605502,11.0,12.0,CD_REF,605502,896144,MODIFICATION,,
550614,11.0,12.0,CD_REF,385726,550612,MODIFICATION,,
18346,11.0,12.0,CD_REF,18346,898118,MODIFICATION,,
804344,11.0,12.0,LB_NOM,Xylaria ianthino-velutina,Xylaria xanthinovelutina,MODIFICATION,,
246458,11.0,12.0,CD_REF,246458,892838,MODIFICATION,,
804439,11.0,12.0,CD_REF,804439,900257,MODIFICATION,,
81134,11.0,12.0,CD_REF,81134,81088,MODIFICATION,,
795303,11.0,12.0,CD_REF,795303,251386,MODIFICATION,,
148960,11.0,12.0,CD_REF,138189,110211,MODIFICATION,,
457412,11.0,12.0,CD_REF,457412,2031,MODIFICATION,,
769903,11.0,12.0,CD_REF,735181,895670,MODIFICATION,,
120143,11.0,12.0,CD_REF,140475,151107,MODIFICATION,,
801015,11.0,12.0,CD_REF,324701,242129,MODIFICATION,,
804990,11.0,12.0,CD_REF,804990,899491,MODIFICATION,,
378391,11.0,12.0,CD_REF,542856,899453,MODIFICATION,,
579678,11.0,12.0,CD_REF,425883,562550,MODIFICATION,,
134213,11.0,12.0,CD_REF,134213,96739,MODIFICATION,,
81872,11.0,12.0,CD_REF,81872,131263,MODIFICATION,,
770649,11.0,12.0,CD_REF,448380,770649,MODIFICATION,,
110795,11.0,12.0,CD_REF,94243,94267,MODIFICATION,,
107568,11.0,12.0,CD_REF,788840,107887,MODIFICATION,,
139945,11.0,12.0,CD_REF,117629,139896,MODIFICATION,,
799561,11.0,12.0,CD_REF,253084,10144,MODIFICATION,,
768570,11.0,12.0,CD_REF,734403,768614,MODIFICATION,,
802916,11.0,12.0,CD_REF,252558,241272,MODIFICATION,,
155110,11.0,12.0,CD_REF,99050,159678,MODIFICATION,,
83140,11.0,12.0,CD_REF,134859,99549,MODIFICATION,,
4590,11.0,12.0,CD_REF,4590,889042,MODIFICATION,,
436865,11.0,12.0,CD_REF,436865,891012,MODIFICATION,,
132804,11.0,12.0,CD_REF,132793,88788,MODIFICATION,,
768108,11.0,12.0,CD_REF,734122,892913,MODIFICATION,,
852779,11.0,12.0,CD_REF,852800,894772,MODIFICATION,,
795324,11.0,12.0,CD_REF,795324,8441,MODIFICATION,,
87863,11.0,12.0,CD_REF,132545,87862,MODIFICATION,,
768653,11.0,12.0,CD_REF,734445,768653,MODIFICATION,,
531702,11.0,12.0,CD_REF,457213,902272,MODIFICATION,,
138211,11.0,12.0,CD_REF,138211,138212,MODIFICATION,,
802600,11.0,12.0,CD_REF,795682,12707,MODIFICATION,,
61552,11.0,12.0,CD_REF,61545,61543,MODIFICATION,,
391976,11.0,12.0,CD_REF,219329,219295,MODIFICATION,,
108725,11.0,12.0,CD_REF,137868,108718,MODIFICATION,,
626070,11.0,12.0,CD_REF,459660,889582,MODIFICATION,,
148780,11.0,12.0,CD_REF,137868,108718,MODIFICATION,,
769547,11.0,12.0,CD_REF,734836,887485,MODIFICATION,,
570514,11.0,12.0,CD_REF,72531,894868,MODIFICATION,,
796594,11.0,12.0,CD_REF,795841,899523,MODIFICATION,,
137870,11.0,12.0,CD_REF,137868,108718,MODIFICATION,,
798604,11.0,12.0,CD_REF,795291,9513,MODIFICATION,,
801862,11.0,12.0,CD_REF,317307,239117,MODIFICATION,,
656417,11.0,12.0,CD_NOM,656417,,RETRAIT,,
802112,11.0,12.0,CD_REF,339432,244625,MODIFICATION,,
778968,11.0,12.0,CD_REF,778968,906324,MODIFICATION,,
453104,11.0,12.0,CD_REF,448821,896043,MODIFICATION,,
510299,11.0,12.0,CD_REF,469279,901577,MODIFICATION,,
766325,11.0,12.0,CD_REF,629277,766325,MODIFICATION,,
793079,11.0,12.0,CD_REF,850227,793079,MODIFICATION,,
146670,11.0,12.0,CD_REF,137867,108717,MODIFICATION,,
125172,11.0,12.0,CD_REF,717571,888839,MODIFICATION,,
734136,11.0,12.0,CD_REF,734136,767847,MODIFICATION,,
147507,11.0,12.0,CD_REF,100516,110064,MODIFICATION,,
442353,11.0,12.0,CD_REF,442353,896014,MODIFICATION,,
146207,11.0,12.0,CD_REF,133927,811201,MODIFICATION,,
765372,11.0,12.0,LB_NOM,Tingulonga hostmanni,Tingulonga hostmannii,MODIFICATION,,
100460,11.0,12.0,CD_REF,100516,110064,MODIFICATION,,
137830,11.0,12.0,CD_REF,159925,159924,MODIFICATION,,
731013,11.0,12.0,CD_NOM,731013,,RETRAIT,,
850664,11.0,12.0,LB_NOM,Pavonia subg. Typhalea,Pavonia subg. Typhalaea,MODIFICATION,,
733055,11.0,12.0,CD_REF,733055,841992,MODIFICATION,,
559964,11.0,12.0,CD_REF,424721,908446,MODIFICATION,,
636024,11.0,12.0,CD_REF,629210,889284,MODIFICATION,,
809772,11.0,12.0,CD_REF,249846,784165,MODIFICATION,,
636852,11.0,12.0,LB_NOM,Stenocalyx portoricensis,Stenocalyx portoriccensis,MODIFICATION,,
841975,11.0,12.0,CD_REF,841975,841993,MODIFICATION,,
154614,11.0,12.0,CD_REF,96111,718346,MODIFICATION,,
713992,11.0,12.0,CD_REF,53595,53598,MODIFICATION,,
249658,11.0,12.0,CD_REF,249658,887346,MODIFICATION,,
99651,11.0,12.0,CD_REF,100516,110064,MODIFICATION,,
810913,11.0,12.0,CD_REF,810913,142070,MODIFICATION,,
455919,11.0,12.0,CD_REF,448821,896043,MODIFICATION,,
802666,11.0,12.0,LB_NOM,Chrysomela linneana,Chrysomela linnaeana,MODIFICATION,,
802666,11.0,12.0,CD_REF,322074,322073,MODIFICATION,,
95264,11.0,12.0,CD_REF,133929,106664,MODIFICATION,,
90105,11.0,12.0,CD_REF,133090,133089,MODIFICATION,,
423783,11.0,12.0,CD_REF,423783,423795,MODIFICATION,,
768646,11.0,12.0,CD_REF,734422,893833,MODIFICATION,,
120940,11.0,12.0,CD_REF,94289,92097,MODIFICATION,,
735471,11.0,12.0,CD_REF,735471,889314,MODIFICATION,,
676725,11.0,12.0,CD_REF,651509,898091,MODIFICATION,,
187483,11.0,12.0,CD_REF,187482,892492,MODIFICATION,,
418769,11.0,12.0,CD_REF,418769,908451,MODIFICATION,,
567393,11.0,12.0,LB_NOM,Alburnus lucidus elongata,Alburnus lucidus var. elongata,MODIFICATION,,
221637,11.0,12.0,CD_REF,221637,893117,MODIFICATION,,
249846,11.0,12.0,CD_REF,249846,784165,MODIFICATION,,
765316,11.0,12.0,CD_REF,732845,838963,MODIFICATION,,
86801,11.0,12.0,CD_REF,90191,896823,MODIFICATION,,
814853,11.0,12.0,CD_REF,814853,821884,MODIFICATION,,
97612,11.0,12.0,CD_REF,97564,134411,MODIFICATION,,
140710,11.0,12.0,CD_REF,140710,121334,MODIFICATION,,
559974,11.0,12.0,CD_REF,69783,891947,MODIFICATION,,
802292,11.0,12.0,LB_NOM,Melyris dubia,Melyris dubius,MODIFICATION,,
798578,11.0,12.0,CD_REF,795272,223424,MODIFICATION,,
15622,11.0,12.0,LB_NOM,Baris cupriostris,Baris cuprirostris,MODIFICATION,,
802637,11.0,12.0,CD_REF,252664,241498,MODIFICATION,,
733056,11.0,12.0,CD_REF,733056,841994,MODIFICATION,,
839384,11.0,12.0,CD_REF,629210,889284,MODIFICATION,,
778345,11.0,12.0,CD_REF,780115,902285,MODIFICATION,,
151275,11.0,12.0,CD_REF,140710,121334,MODIFICATION,,
802914,11.0,12.0,CD_REF,252556,241270,MODIFICATION,,
804291,11.0,12.0,LB_NOM,Daldinia concentrica var. escholzii,Daldinia concentrica var. eschscholtzii,MODIFICATION,,
585641,11.0,12.0,CD_REF,652037,908431,MODIFICATION,,
804291,11.0,12.0,CD_REF,804291,862414,MODIFICATION,,
135125,11.0,12.0,CD_REF,100516,110064,MODIFICATION,,
117629,11.0,12.0,CD_REF,117629,139896,MODIFICATION,,
635397,11.0,12.0,CD_REF,629850,896036,MODIFICATION,,
440420,11.0,12.0,CD_NOM,440420,,RETRAIT,,
589329,11.0,12.0,CD_REF,815222,588502,MODIFICATION,,
804297,11.0,12.0,LB_NOM,Hypoxylon quisquilarium,Hypoxylon quisquiliarum,MODIFICATION,,
107893,11.0,12.0,CD_REF,788839,107942,MODIFICATION,,
561867,11.0,12.0,CD_REF,67854,887271,MODIFICATION,,
135616,11.0,12.0,CD_REF,102513,102519,MODIFICATION,,
143410,11.0,12.0,CD_REF,143410,131262,MODIFICATION,,
804297,11.0,12.0,CD_REF,804297,907556,MODIFICATION,,
719285,11.0,12.0,CD_REF,718276,114579,MODIFICATION,,
186366,11.0,12.0,CD_NOM,186366,,RETRAIT,,
558386,11.0,12.0,CD_REF,424719,558379,MODIFICATION,,
117135,11.0,12.0,CD_REF,117262,117231,MODIFICATION,,
95261,11.0,12.0,CD_REF,133929,106664,MODIFICATION,,
802906,11.0,12.0,LB_NOM,Clythra lusitanien,Clythra lusitanica,MODIFICATION,,
799033,11.0,12.0,CD_REF,250982,222580,MODIFICATION,,
91140,11.0,12.0,CD_REF,105447,129211,MODIFICATION,,
733989,11.0,12.0,CD_REF,733989,907094,MODIFICATION,,
402092,11.0,12.0,LB_NOM,Limnephilus tuberculatus,Limnophilus tuberculatus,MODIFICATION,,
802008,11.0,12.0,LB_NOM,Ips ruficorne,Ips ruficornis,MODIFICATION,,
767955,11.0,12.0,CD_REF,734135,767842,MODIFICATION,,
199963,11.0,12.0,CD_REF,199963,61273,MODIFICATION,,
60839,11.0,12.0,CD_REF,199985,60833,MODIFICATION,,
19485,11.0,12.0,CD_REF,251763,227154,MODIFICATION,,
116442,11.0,12.0,CD_REF,150347,131403,MODIFICATION,,
709393,11.0,12.0,CD_REF,705743,888370,MODIFICATION,,
886936,11.0,12.0,CD_NOM,886936,,RETRAIT,,
413874,11.0,12.0,CD_REF,64264,900996,MODIFICATION,,
101608,11.0,12.0,CD_REF,101608,619651,MODIFICATION,,
538152,11.0,12.0,CD_REF,649751,694790,MODIFICATION,,
107910,11.0,12.0,CD_REF,788836,107965,MODIFICATION,,
137246,11.0,12.0,CD_REF,137246,105776,MODIFICATION,,
849695,11.0,12.0,CD_REF,849695,732200,MODIFICATION,,
147501,11.0,12.0,CD_REF,100487,110062,MODIFICATION,,
800942,11.0,12.0,CD_REF,250810,11303,MODIFICATION,,
464276,11.0,12.0,CD_REF,464276,464196,MODIFICATION,,
799573,11.0,12.0,CD_REF,253069,243745,MODIFICATION,,
138204,11.0,12.0,CD_REF,138211,138212,MODIFICATION,,
802157,11.0,12.0,LB_NOM,Myrmechoxenus plcmus,Myrmechoxenus picinus,MODIFICATION,,
732845,11.0,12.0,CD_REF,732845,838963,MODIFICATION,,
98090,11.0,12.0,CD_REF,134629,134619,MODIFICATION,,
686756,11.0,12.0,CD_REF,606061,896095,MODIFICATION,,
836063,11.0,12.0,CD_REF,836063,233357,MODIFICATION,,
673398,11.0,12.0,CD_REF,673398,673401,MODIFICATION,,
735180,11.0,12.0,CD_REF,735180,895668,MODIFICATION,,
719082,11.0,12.0,CD_REF,610954,110495,MODIFICATION,,
802657,11.0,12.0,CD_REF,252613,241450,MODIFICATION,,
70296,11.0,12.0,CD_REF,70296,521597,MODIFICATION,,
97027,11.0,12.0,CD_REF,134280,97041,MODIFICATION,,
751923,11.0,12.0,CD_REF,751923,898464,MODIFICATION,,
151059,11.0,12.0,CD_REF,119902,788981,MODIFICATION,,
510219,11.0,12.0,CD_REF,37244,510223,MODIFICATION,,
187659,11.0,12.0,CD_REF,187650,187659,MODIFICATION,,
795267,11.0,12.0,CD_REF,795267,242522,MODIFICATION,,
798459,11.0,12.0,CD_REF,795359,795208,MODIFICATION,,
444891,11.0,12.0,CD_REF,425678,444891,MODIFICATION,,
804988,11.0,12.0,LB_NOM,Lepidocyrtoides novaecaledoniae,Lepidocyrtoides novae-caledoniae,MODIFICATION,,
804988,11.0,12.0,CD_REF,804988,890602,MODIFICATION,,
767959,11.0,12.0,CD_REF,734069,889315,MODIFICATION,,
100470,11.0,12.0,CD_REF,100470,110061,MODIFICATION,,
731136,11.0,12.0,CD_REF,731136,628051,MODIFICATION,,
734844,11.0,12.0,CD_REF,734844,887464,MODIFICATION,,
637792,11.0,12.0,CD_REF,630017,447186,MODIFICATION,,
160869,11.0,12.0,CD_REF,160867,160865,MODIFICATION,,
840098,11.0,12.0,CD_REF,840096,628145,MODIFICATION,,
129211,11.0,12.0,CD_REF,105447,129211,MODIFICATION,,
510220,11.0,12.0,CD_REF,37244,510223,MODIFICATION,,
551164,11.0,12.0,CD_REF,526736,551164,MODIFICATION,,
630506,11.0,12.0,CD_REF,630506,887511,MODIFICATION,,
802207,11.0,12.0,CD_REF,251691,12121,MODIFICATION,,
452906,11.0,12.0,CD_REF,192419,901919,MODIFICATION,,
822178,11.0,12.0,CD_REF,249650,887343,MODIFICATION,,
152312,11.0,12.0,CD_REF,718797,128175,MODIFICATION,,
734069,11.0,12.0,CD_REF,734069,889315,MODIFICATION,,
764028,11.0,12.0,CD_REF,732093,889928,MODIFICATION,,
555728,11.0,12.0,CD_REF,425892,555728,MODIFICATION,,
769161,11.0,12.0,CD_REF,630506,887511,MODIFICATION,,
769341,11.0,12.0,CD_REF,740766,734816,MODIFICATION,,
798992,11.0,12.0,CD_REF,250953,222568,MODIFICATION,,
523948,11.0,12.0,CD_REF,523948,352064,MODIFICATION,,
154440,11.0,12.0,CD_REF,108679,108694,MODIFICATION,,
134610,11.0,12.0,CD_REF,98096,98404,MODIFICATION,,
792742,11.0,12.0,CD_REF,792742,590006,MODIFICATION,,
112253,11.0,12.0,CD_REF,455465,110732,MODIFICATION,,
734883,11.0,12.0,CD_REF,734883,887478,MODIFICATION,,
836047,11.0,12.0,CD_REF,836047,233356,MODIFICATION,,
613817,11.0,12.0,CD_REF,613817,97947,MODIFICATION,,
433440,11.0,12.0,CD_REF,433440,889578,MODIFICATION,,
764455,11.0,12.0,CD_REF,732329,888850,MODIFICATION,,
110383,11.0,12.0,CD_REF,110383,110413,MODIFICATION,,
113760,11.0,12.0,CD_REF,113778,138865,MODIFICATION,,
764039,11.0,12.0,CD_REF,732106,889735,MODIFICATION,,
766110,11.0,12.0,CD_REF,733222,733221,MODIFICATION,,
649749,11.0,12.0,CD_REF,649749,526870,MODIFICATION,,
841937,11.0,12.0,CD_REF,446627,889297,MODIFICATION,,
775974,11.0,12.0,CD_REF,775974,889625,MODIFICATION,,
107908,11.0,12.0,CD_REF,788832,107967,MODIFICATION,,
131120,11.0,12.0,CD_REF,81134,81088,MODIFICATION,,
462278,11.0,12.0,CD_REF,462278,900973,MODIFICATION,,
558462,11.0,12.0,CD_REF,424867,888355,MODIFICATION,,
565632,11.0,12.0,CD_REF,549487,426055,MODIFICATION,,
110202,11.0,12.0,CD_REF,138191,110225,MODIFICATION,,
764418,11.0,12.0,CD_REF,732321,888848,MODIFICATION,,
142068,11.0,12.0,CD_REF,142069,142070,MODIFICATION,,
764394,11.0,12.0,CD_REF,732338,888854,MODIFICATION,,
408360,11.0,12.0,CD_REF,252790,14678,MODIFICATION,,
98096,11.0,12.0,CD_REF,98096,98404,MODIFICATION,,
804447,11.0,12.0,LB_NOM,Inonotus splitbergeri,Inonotus splitgerberi,MODIFICATION,,
732324,11.0,12.0,CD_REF,732324,888904,MODIFICATION,,
153263,11.0,12.0,CD_REF,100344,100348,MODIFICATION,,
789360,11.0,12.0,CD_REF,138211,138212,MODIFICATION,,
137995,11.0,12.0,CD_REF,109231,109239,MODIFICATION,,
788861,11.0,12.0,CD_REF,788861,620057,MODIFICATION,,
99646,11.0,12.0,CD_REF,100437,99642,MODIFICATION,,
764033,11.0,12.0,CD_REF,732112,889740,MODIFICATION,,
769166,11.0,12.0,CD_REF,734890,887510,MODIFICATION,,
133112,11.0,12.0,CD_REF,133102,133108,MODIFICATION,,
137172,11.0,12.0,CD_REF,105447,129211,MODIFICATION,,
741594,11.0,12.0,CD_REF,734844,887464,MODIFICATION,,
239347,11.0,12.0,CD_REF,883986,239347,MODIFICATION,,
69793,11.0,12.0,CD_REF,69790,891948,MODIFICATION,,
131104,11.0,12.0,CD_REF,131071,81073,MODIFICATION,,
707584,11.0,12.0,CD_REF,845922,888391,MODIFICATION,,
396303,11.0,12.0,CD_REF,795305,251387,MODIFICATION,,
202525,11.0,12.0,CD_NOM,202525,,RETRAIT,,
635888,11.0,12.0,CD_REF,630835,889659,MODIFICATION,,
562528,11.0,12.0,CD_REF,425883,562550,MODIFICATION,,
777804,11.0,12.0,CD_REF,64264,900996,MODIFICATION,,
850225,11.0,12.0,CD_REF,850227,793079,MODIFICATION,,
851020,11.0,12.0,CD_REF,851020,889274,MODIFICATION,,
79875,11.0,12.0,CD_REF,79875,896277,MODIFICATION,,
121388,11.0,12.0,CD_REF,140715,121334,MODIFICATION,,
686893,11.0,12.0,CD_REF,655528,44231,MODIFICATION,,
734878,11.0,12.0,CD_REF,734878,887528,MODIFICATION,,
769959,11.0,12.0,CD_REF,735218,769963,MODIFICATION,,
104544,11.0,12.0,CD_REF,104544,104525,MODIFICATION,,
783826,11.0,12.0,CD_REF,249657,887329,MODIFICATION,,
800842,11.0,12.0,CD_REF,795551,10889,MODIFICATION,,
727593,11.0,12.0,CD_REF,727593,908368,MODIFICATION,,
537569,11.0,12.0,CD_REF,655685,889194,MODIFICATION,,
527154,11.0,12.0,CD_REF,543055,527154,MODIFICATION,,
586436,11.0,12.0,CD_REF,425892,555728,MODIFICATION,,
786296,11.0,12.0,CD_NOM,786296,,RETRAIT,,
619021,11.0,12.0,CD_REF,132793,88788,MODIFICATION,,
95279,11.0,12.0,CD_REF,95279,106664,MODIFICATION,,
775350,11.0,12.0,CD_REF,775350,889127,MODIFICATION,,
564046,11.0,12.0,CD_REF,425892,555728,MODIFICATION,,
442500,11.0,12.0,CD_REF,442500,888183,MODIFICATION,,
454428,11.0,12.0,CD_REF,845890,907970,MODIFICATION,,
840074,11.0,12.0,CD_REF,840071,889612,MODIFICATION,,
681593,11.0,12.0,CD_REF,681592,899454,MODIFICATION,,
69354,11.0,12.0,CD_REF,69354,459644,MODIFICATION,,
453137,11.0,12.0,LB_NOM,Melastoma glabra,Melastoma glabrum,MODIFICATION,,
341180,11.0,12.0,CD_REF,341180,890020,MODIFICATION,,
769448,11.0,12.0,CD_REF,735504,734816,MODIFICATION,,
721320,11.0,12.0,CD_REF,104522,104517,MODIFICATION,,
749314,11.0,12.0,CD_REF,749314,602612,MODIFICATION,,
92198,11.0,12.0,CD_REF,133408,92198,MODIFICATION,,
99549,11.0,12.0,CD_REF,134858,99549,MODIFICATION,,
800837,11.0,12.0,CD_REF,795549,10881,MODIFICATION,,
43352,11.0,12.0,CD_REF,43353,901854,MODIFICATION,,
86067,11.0,12.0,CD_REF,86029,132159,MODIFICATION,,
110062,11.0,12.0,CD_REF,100487,110062,MODIFICATION,,
106908,11.0,12.0,CD_REF,123451,106910,MODIFICATION,,
100512,11.0,12.0,CD_REF,100516,110064,MODIFICATION,,
458743,11.0,12.0,CD_REF,458743,906450,MODIFICATION,,
419830,11.0,12.0,CD_REF,419830,420071,MODIFICATION,,
216357,11.0,12.0,CD_REF,216357,897451,MODIFICATION,,
529828,11.0,12.0,CD_REF,76504,899545,MODIFICATION,,
769537,11.0,12.0,CD_REF,734832,734849,MODIFICATION,,
735126,11.0,12.0,CD_REF,735126,894768,MODIFICATION,,
718698,11.0,12.0,CD_REF,718698,718234,MODIFICATION,,
144395,11.0,12.0,CD_REF,144395,144396,MODIFICATION,,
630123,11.0,12.0,CD_REF,630123,889919,MODIFICATION,,
693039,11.0,12.0,CD_REF,651555,888258,MODIFICATION,,
799584,11.0,12.0,CD_REF,253088,243793,MODIFICATION,,
88432,11.0,12.0,CD_REF,88631,88432,MODIFICATION,,
835831,11.0,12.0,CD_REF,835831,890744,MODIFICATION,,
727394,11.0,12.0,CD_REF,187319,907119,MODIFICATION,,
435683,11.0,12.0,CD_REF,434093,904184,MODIFICATION,,
708561,11.0,12.0,CD_REF,707154,894569,MODIFICATION,,
637890,11.0,12.0,CD_REF,630681,636667,MODIFICATION,,
637890,11.0,12.0,LB_NOM,Sloanea massoni,Sloanea massonii,MODIFICATION,,
110227,11.0,12.0,CD_REF,138211,138212,MODIFICATION,,
244354,11.0,12.0,CD_REF,331903,804686,MODIFICATION,,
402605,11.0,12.0,CD_REF,823483,234442,MODIFICATION,,
770949,11.0,12.0,CD_REF,770949,901922,MODIFICATION,,
129255,11.0,12.0,CD_REF,105454,129255,MODIFICATION,,
730941,11.0,12.0,CD_REF,730941,888769,MODIFICATION,,
404739,11.0,12.0,LB_NOM,Trichopteryx myrmecophilum,Trichopteryx myrmecophilus,MODIFICATION,,
446300,11.0,12.0,CD_REF,160867,160865,MODIFICATION,,
655696,11.0,12.0,CD_REF,655696,898130,MODIFICATION,,
455836,11.0,12.0,CD_REF,447304,710962,MODIFICATION,,
455836,11.0,12.0,LB_NOM,Pariti tiliaceum var. foliis,Pariti tiliaceum var. foliis-tripartitis,MODIFICATION,,
402595,11.0,12.0,CD_REF,823483,234442,MODIFICATION,,
764329,11.0,12.0,CD_REF,629891,888915,MODIFICATION,,
852254,11.0,12.0,CD_REF,852144,852146,MODIFICATION,,
112108,11.0,12.0,CD_REF,455465,110732,MODIFICATION,,
584980,11.0,12.0,CD_REF,526737,889149,MODIFICATION,,
769402,11.0,12.0,CD_REF,734862,887471,MODIFICATION,,
526732,11.0,12.0,CD_REF,526732,889152,MODIFICATION,,
89637,11.0,12.0,CD_REF,89637,89716,MODIFICATION,,
755588,11.0,12.0,CD_REF,755588,907181,MODIFICATION,,
637891,11.0,12.0,CD_REF,630683,630681,MODIFICATION,,
764421,11.0,12.0,CD_REF,630300,888885,MODIFICATION,,
533202,11.0,12.0,CD_REF,533202,350761,MODIFICATION,,
134780,11.0,12.0,CD_REF,134780,99108,MODIFICATION,,
197718,11.0,12.0,CD_NOM,197718,,RETRAIT,,
110156,11.0,12.0,CD_REF,138189,110211,MODIFICATION,,
621228,11.0,12.0,CD_REF,160867,160865,MODIFICATION,,
783819,11.0,12.0,CD_REF,781895,783819,MODIFICATION,,
469276,11.0,12.0,CD_REF,469276,510253,MODIFICATION,,
851148,11.0,12.0,CD_REF,851148,61402,MODIFICATION,,
579683,11.0,12.0,CD_REF,425883,562550,MODIFICATION,,
790730,11.0,12.0,CD_REF,790730,899430,MODIFICATION,,
799712,11.0,12.0,CD_REF,253177,244279,MODIFICATION,,
769388,11.0,12.0,CD_REF,630510,887535,MODIFICATION,,
734425,11.0,12.0,LB_NOM,Myrcia coumeta,Myrcia coumete,MODIFICATION,,
628840,11.0,12.0,CD_REF,628840,893880,MODIFICATION,,
764431,11.0,12.0,CD_REF,732323,888902,MODIFICATION,,
886107,11.0,12.0,CD_REF,886107,765181,MODIFICATION,,
784419,11.0,12.0,CD_NOM,784419,,RETRAIT,,
162625,11.0,12.0,CD_REF,102684,810876,MODIFICATION,,
781895,11.0,12.0,CD_REF,781895,783819,MODIFICATION,,
522919,11.0,12.0,CD_NOM,522919,,RETRAIT,,
402597,11.0,12.0,CD_REF,823483,234442,MODIFICATION,,
148788,11.0,12.0,CD_REF,137868,108718,MODIFICATION,,
107928,11.0,12.0,CD_REF,788839,107942,MODIFICATION,,
457407,11.0,12.0,CD_REF,457407,2077,MODIFICATION,,
619201,11.0,12.0,CD_REF,93973,888128,MODIFICATION,,
138680,11.0,12.0,CD_REF,134213,96739,MODIFICATION,,
629852,11.0,12.0,CD_REF,634005,896042,MODIFICATION,,
619077,11.0,12.0,CD_REF,133102,133108,MODIFICATION,,
